id,order_number,total_price,created_at,financial_status,fulfillment_status,customer_email,total_discounts,total_line_items_price,total_tax,total_weight,currency
4307171147941,1232,48.24,2022-02-11T21:06:20-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4307599229093,1233,0.00,2022-02-12T09:03:22-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4307599360165,1234,0.00,2022-02-12T09:03:24-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4307599425701,1235,0.00,2022-02-12T09:03:26-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,223,USD
4309945221285,1236,57.99,2022-02-14T21:09:26-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4309945254053,1237,48.24,2022-02-14T21:09:26-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4310883401893,1238,38.24,2022-02-15T21:06:33-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4311401365669,1239,38.00,2022-02-16T11:16:54-08:00,paid,fulfilled,N/A,0.00,38.00,0.00,0,USD
4312546279589,1240,57.99,2022-02-17T19:23:11-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4312594120869,1241,38.24,2022-02-17T21:08:12-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4312594186405,1242,55.49,2022-02-17T21:08:12-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4314407829669,1243,38.24,2022-02-19T21:05:52-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4314748420261,1244,0.00,2022-02-20T09:02:55-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4314790461605,1245,125.80,2022-02-20T10:03:15-08:00,paid,fulfilled,N/A,20.20,101.00,0.00,0,USD
4314859077797,1246,8.71,2022-02-20T11:26:41-08:00,paid,fulfilled,N/A,47.49,47.49,0.71,0,USD
4315788476581,1247,219.00,2022-02-21T13:56:28-08:00,paid,fulfilled,N/A,0.00,189.00,0.00,0,USD
4315886157989,1248,38.24,2022-02-21T16:34:00-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4316030501029,1249,38.24,2022-02-21T21:06:43-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4316445278373,1250,0.00,2022-02-22T09:02:48-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4316941156517,1251,39.99,2022-02-22T21:07:11-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4318056284325,1252,55.49,2022-02-24T06:07:54-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4318185128101,1253,0.00,2022-02-24T09:02:41-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4318519591077,1254,57.24,2022-02-24T16:20:30-08:00,paid,fulfilled,N/A,4.99,49.99,4.24,0,USD
4318678876325,1255,57.49,2022-02-24T21:09:03-08:00,paid,fulfilled,N/A,0.00,49.49,0.00,0,USD
4318678941861,1256,39.99,2022-02-24T21:09:05-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4319251890341,1257,26.50,2022-02-25T13:14:02-08:00,paid,fulfilled,N/A,8.50,26.50,0.00,547,USD
4319894438053,1258,0.00,2022-02-26T09:03:37-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4320712949925,1259,0.00,2022-02-27T09:03:14-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4322221031589,1260,38.24,2022-02-28T21:09:11-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4322221064357,1261,38.24,2022-02-28T21:09:11-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4322670739621,1262,0.00,2022-03-01T09:04:55-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4323150758053,1263,204.44,2022-03-01T21:09:07-08:00,refunded,,N/A,0.00,199.44,0.00,0,USD
4323150790821,1264,57.49,2022-03-01T21:09:07-08:00,paid,fulfilled,N/A,0.00,49.49,0.00,0,USD
4324027662501,1265,38.24,2022-03-02T21:06:10-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4324994810021,1266,55.49,2022-03-03T21:06:08-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4328322039973,1267,0.00,2022-03-07T09:03:17-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4328407728293,1268,0.00,2022-03-07T10:37:07-08:00,paid,fulfilled,N/A,415.00,415.00,0.00,0,USD
4328836726949,1269,55.49,2022-03-07T21:06:13-08:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4329321267365,1270,0.00,2022-03-08T09:02:43-08:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4330876141733,1271,38.24,2022-03-09T21:10:03-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4330876174501,1272,38.24,2022-03-09T21:10:04-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4330876240037,1273,39.99,2022-03-09T21:10:04-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4330876272805,1274,48.24,2022-03-09T21:10:05-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4331344855205,1275,35.64,2022-03-10T10:08:20-08:00,paid,fulfilled,N/A,6.99,34.99,2.64,0,USD
4331409965221,1276,38.24,2022-03-10T11:27:51-08:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4331761893541,1277,49.99,2022-03-10T21:06:14-08:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4332341067941,1278,127.25,2022-03-11T11:41:26-08:00,paid,fulfilled,N/A,13.24,132.49,0.00,0,USD
4332612878501,1279,48.00,2022-03-11T17:56:43-08:00,paid,fulfilled,N/A,9.99,49.99,0.00,0,USD
4332727861413,1280,57.99,2022-03-11T21:07:01-08:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4333873856677,1281,0.00,2022-03-13T09:03:14-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4334365802661,1282,48.24,2022-03-13T21:05:16-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4334726512805,1283,0.00,2022-03-14T09:03:49-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4334726709413,1284,0.00,2022-03-14T09:03:52-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4334726774949,1285,0.00,2022-03-14T09:03:54-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,223,USD
4335209939109,1286,106.00,2022-03-14T20:40:57-07:00,paid,fulfilled,N/A,0.00,91.00,0.00,0,USD
4336894378149,1287,45.49,2022-03-16T16:29:24-07:00,paid,fulfilled,N/A,10.00,47.49,0.00,0,USD
4336950214821,1288,219.00,2022-03-16T17:56:52-07:00,paid,fulfilled,N/A,0.00,189.00,0.00,0,USD
4337051369637,1289,48.24,2022-03-16T21:05:27-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4339670712485,1290,38.24,2022-03-19T21:08:40-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4339670745253,1291,55.49,2022-03-19T21:08:41-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4341356658853,1292,38.24,2022-03-21T21:08:09-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4341356724389,1293,60.42,2022-03-21T21:08:10-07:00,paid,fulfilled,N/A,0.00,47.49,4.93,0,USD
4342220095653,1294,38.24,2022-03-22T21:06:50-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4342595289253,1295,0.00,2022-03-23T09:02:46-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4343094182053,1296,38.24,2022-03-23T21:05:18-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4343497949349,1297,0.00,2022-03-24T09:02:49-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4343651598501,1298,8.00,2022-03-24T12:17:03-07:00,paid,fulfilled,N/A,49.99,49.99,0.00,0,USD
4343989600421,1299,39.99,2022-03-24T21:06:08-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4345366380709,1300,0.00,2022-03-26T09:03:36-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4345877889189,1301,39.99,2022-03-26T21:07:27-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4346809057445,1302,106.00,2022-03-27T21:07:01-07:00,paid,fulfilled,N/A,0.00,91.00,0.00,0,USD
4348015313061,1303,28.24,2022-03-29T06:45:38-07:00,paid,fulfilled,N/A,10.00,33.24,0.00,0,USD
4348114665637,1304,0.00,2022-03-29T09:02:42-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4349413490853,1305,38.24,2022-03-30T21:07:48-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4349413523621,1306,38.24,2022-03-30T21:07:49-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4350325555365,1307,8.00,2022-03-31T21:08:53-07:00,paid,fulfilled,N/A,49.49,49.49,0.00,0,USD
4351293915301,1308,38.24,2022-04-01T21:06:08-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4352003539109,1309,50.00,2022-04-02T15:23:12-07:00,paid,fulfilled,N/A,0.00,50.00,0.00,0,USD
4352520454309,1310,53.23,2022-04-03T07:11:55-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4354846556325,1311,59.98,2022-04-05T17:28:07-07:00,paid,fulfilled,N/A,0.00,59.98,0.00,0,USD
4355188097189,1312,15.00,2022-04-06T04:47:00-07:00,paid,fulfilled,N/A,8.50,15.00,0.00,396,USD
4355352330405,1313,28.24,2022-04-06T08:35:35-07:00,paid,fulfilled,N/A,10.00,33.24,0.00,0,USD
4355370877093,1314,0.00,2022-04-06T09:02:43-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4355810820261,1315,55.49,2022-04-06T21:06:27-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4356132700325,1316,25.00,2022-04-07T07:55:17-07:00,paid,fulfilled,N/A,8.50,25.00,0.00,619,USD
4357367005349,1317,67.99,2022-04-08T14:03:42-07:00,paid,fulfilled,N/A,0.00,55.99,0.00,0,USD
4357487820965,1318,59.98,2022-04-08T16:56:17-07:00,partially_refunded,fulfilled,N/A,0.00,59.98,0.00,0,USD
4358446940325,1319,39.99,2022-04-08T21:09:30-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4358447104165,1320,48.24,2022-04-08T21:09:31-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4358447202469,1321,38.24,2022-04-08T21:09:31-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4363889049765,1322,55.49,2022-04-09T21:05:29-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4366126317733,1323,45.00,2022-04-10T18:45:37-07:00,paid,fulfilled,N/A,0.00,45.00,0.00,0,USD
4366194933925,1324,57.99,2022-04-10T21:05:43-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4367213789349,1325,219.00,2022-04-11T21:06:02-07:00,paid,fulfilled,N/A,0.00,189.00,0.00,0,USD
4367566340261,1326,29.99,2022-04-12T07:34:50-07:00,paid,fulfilled,N/A,0.00,29.99,0.00,0,USD
4367719825573,1327,29.99,2022-04-12T10:52:54-07:00,paid,fulfilled,N/A,0.00,29.99,0.00,0,USD
4368104030373,1328,100.00,2022-04-12T21:08:48-07:00,paid,fulfilled,N/A,0.00,85.00,0.00,0,USD
4368104095909,1329,48.24,2022-04-12T21:08:49-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4368428597413,1330,29.99,2022-04-13T07:44:09-07:00,paid,fulfilled,N/A,0.00,29.99,0.00,0,USD
4368482795685,1331,0.00,2022-04-13T09:03:38-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4368482828453,1332,0.00,2022-04-13T09:03:40-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4369333125285,1333,0.00,2022-04-14T09:02:51-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4369860067493,1334,55.49,2022-04-14T21:06:40-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4370813812901,1335,48.24,2022-04-15T21:06:19-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4371238387877,1336,0.00,2022-04-16T09:03:20-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4373371846821,1337,38.24,2022-04-18T21:08:35-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4373371879589,1338,55.49,2022-04-18T21:08:35-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4374026387621,1339,55.49,2022-04-19T14:58:35-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4374193930405,1340,28.24,2022-04-19T20:30:49-07:00,paid,fulfilled,N/A,10.00,33.24,0.00,0,USD
4375197778085,1341,38.24,2022-04-20T21:07:47-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4375197843621,1342,60.42,2022-04-20T21:07:48-07:00,paid,fulfilled,N/A,0.00,47.49,4.93,0,USD
4376116265125,1343,38.24,2022-04-21T21:06:04-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4376579244197,1344,0.00,2022-04-22T09:03:28-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4376579440805,1345,0.00,2022-04-22T09:03:33-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4376960991397,1346,45.49,2022-04-22T16:47:23-07:00,paid,fulfilled,N/A,10.00,47.49,0.00,0,USD
4377530499237,1347,0.00,2022-04-23T09:02:51-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4379611857061,1348,165.24,2022-04-25T13:01:59-07:00,paid,fulfilled,N/A,0.00,143.24,0.00,311,USD
4379920826533,1349,39.99,2022-04-25T21:06:13-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4381223420069,1350,0.00,2022-04-27T09:02:56-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4381716971685,1351,38.24,2022-04-27T21:05:41-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4382225465509,1352,0.00,2022-04-28T09:02:31-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4382302535845,1353,45.00,2022-04-28T10:33:09-07:00,paid,fulfilled,N/A,0.00,45.00,0.00,0,USD
4383718080677,1354,38.24,2022-04-29T21:07:14-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4383718146213,1355,38.24,2022-04-29T21:07:15-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4385498923173,1356,29.99,2022-05-01T15:47:24-07:00,paid,fulfilled,N/A,0.00,29.99,0.00,0,USD
4385661583525,1357,29.99,2022-05-01T20:27:04-07:00,paid,fulfilled,N/A,10.00,34.99,0.00,0,USD
4385669382309,1358,87.80,2022-05-01T20:46:02-07:00,paid,fulfilled,N/A,18.20,91.00,0.00,0,USD
4385680031909,1359,38.24,2022-05-01T21:06:43-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4386235023525,1360,57.99,2022-05-02T10:38:07-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4386415968421,1361,49.99,2022-05-02T14:16:26-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4387619471525,1362,96.00,2022-05-03T17:39:29-07:00,paid,fulfilled,N/A,10.00,91.00,0.00,0,USD
4388824449189,1363,45.49,2022-05-04T12:01:09-07:00,paid,fulfilled,N/A,10.00,47.49,0.00,0,USD
4388945625253,1364,34.99,2022-05-04T13:15:00-07:00,paid,fulfilled,N/A,4.00,34.99,0.00,198,USD
4389023809701,1365,57.99,2022-05-04T15:02:26-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4389154259109,1366,55.49,2022-05-04T18:42:56-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4389827543205,1367,62.85,2022-05-05T13:03:31-07:00,paid,fulfilled,N/A,0.00,49.99,4.86,0,USD
4390432866469,1368,92.00,2022-05-06T07:05:35-07:00,paid,fulfilled,N/A,4.00,92.00,0.00,311,USD
4391900709029,1369,43.26,2022-05-07T21:07:16-07:00,paid,fulfilled,N/A,9.97,33.24,0.00,0,USD
4392600436901,1370,28.24,2022-05-08T15:42:35-07:00,paid,fulfilled,N/A,10.00,33.24,0.00,0,USD
4392758542501,1371,48.24,2022-05-08T21:08:12-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4392758673573,1372,39.99,2022-05-08T21:08:14-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4392758706341,1373,38.24,2022-05-08T21:08:15-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4393046212773,1374,38.00,2022-05-09T04:56:48-07:00,paid,fulfilled,N/A,15.00,38.00,0.00,0,USD
4394093838501,1375,55.49,2022-05-09T21:07:56-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4394794811557,1376,38.24,2022-05-10T16:01:48-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4394949247141,1377,57.99,2022-05-10T21:06:37-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4396085313701,1378,29.99,2022-05-12T04:55:57-07:00,paid,fulfilled,N/A,10.00,34.99,0.00,0,USD
4396087935141,1379,70.49,2022-05-12T05:00:06-07:00,paid,fulfilled,N/A,13.00,70.49,0.00,936,USD
4396274516133,1380,0.00,2022-05-12T09:02:39-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4396379308197,1381,11.88,2022-05-12T10:54:48-07:00,paid,fulfilled,N/A,0.00,7.00,0.88,175,USD
4396764102821,1382,48.24,2022-05-12T21:06:34-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4397180453029,1383,0.00,2022-05-13T09:03:24-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4397180485797,1384,0.00,2022-05-13T09:03:25-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4397180551333,1385,0.00,2022-05-13T09:03:27-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4398085898405,1386,0.00,2022-05-14T09:02:20-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4399415034021,1387,48.24,2022-05-15T21:07:51-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4399843868837,1388,0.00,2022-05-16T09:03:55-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4400131375269,1389,45.49,2022-05-16T16:02:34-07:00,paid,fulfilled,N/A,10.00,47.49,0.00,0,USD
4402705203365,1390,55.49,2022-05-18T21:08:26-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4402705236133,1391,38.24,2022-05-18T21:08:26-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4402848694437,1392,24.95,2022-05-19T02:40:18-07:00,paid,fulfilled,N/A,13.29,33.24,0.00,0,USD
4403239125157,1393,42.04,2022-05-19T12:54:30-07:00,paid,fulfilled,N/A,0.00,37.04,0.00,0,USD
4403526828197,1394,38.24,2022-05-19T21:06:15-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4404418085029,1395,60.42,2022-05-20T21:07:55-07:00,paid,fulfilled,N/A,0.00,47.49,4.93,0,USD
4405617098917,1396,0.00,2022-05-22T09:03:42-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4406052716709,1397,181.20,2022-05-22T20:06:38-07:00,partially_refunded,fulfilled,N/A,37.80,189.00,0.00,0,USD
4406489579685,1398,0.00,2022-05-23T09:03:41-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4406937092261,1399,96.00,2022-05-23T19:56:24-07:00,paid,fulfilled,N/A,10.00,91.00,0.00,0,USD
4408770625701,1400,39.99,2022-05-25T21:07:39-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4410089799845,1401,0.00,2022-05-27T09:02:50-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4410572505253,1402,38.24,2022-05-27T21:08:48-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4411020804261,1403,0.00,2022-05-28T09:04:05-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4411504394405,1404,44.00,2022-05-28T21:26:55-07:00,paid,fulfilled,N/A,0.00,40.00,0.00,226,USD
4412326314149,1405,38.24,2022-05-29T21:07:41-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4414196220069,1406,39.99,2022-05-31T21:10:48-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4414196252837,1407,38.24,2022-05-31T21:10:48-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4414675189925,1408,0.00,2022-06-01T09:04:04-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4416300089509,1409,55.49,2022-06-02T21:06:50-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4416795050149,1410,0.00,2022-06-03T09:02:34-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4417865908389,1411,55.49,2022-06-03T21:07:27-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4420149674149,1412,39.99,2022-06-06T10:27:47-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4420604723365,1413,53.23,2022-06-06T21:09:08-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4420604756133,1414,38.24,2022-06-06T21:09:09-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4421639536805,1415,39.99,2022-06-07T21:09:01-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4421639569573,1416,38.24,2022-06-07T21:09:02-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4422750994597,1417,55.49,2022-06-08T21:08:44-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4422751060133,1418,38.24,2022-06-08T21:08:45-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4423297040549,1419,71.48,2022-06-09T08:07:23-07:00,paid,fulfilled,N/A,0.00,66.48,0.00,0,USD
4423417757861,1420,57.99,2022-06-09T10:31:56-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4423831879845,1421,57.99,2022-06-09T21:07:53-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4424410923173,1422,45.49,2022-06-10T11:35:46-07:00,paid,fulfilled,N/A,10.00,47.49,0.00,0,USD
4425206726821,1423,0.00,2022-06-11T09:03:16-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4425708732581,1424,279.00,2022-06-11T21:06:42-07:00,paid,fulfilled,N/A,0.00,189.00,0.00,0,USD
4426127540389,1425,0.00,2022-06-12T09:03:22-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4426624893093,1426,106.00,2022-06-12T21:06:09-07:00,paid,fulfilled,N/A,0.00,91.00,0.00,0,USD
4429680771237,1427,0.00,2022-06-15T09:02:43-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4432249127077,1428,42.04,2022-06-17T21:08:22-07:00,paid,fulfilled,N/A,0.00,37.04,0.00,0,USD
4432249159845,1429,38.24,2022-06-17T21:08:22-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4434023907493,1430,60.42,2022-06-19T21:07:32-07:00,paid,fulfilled,N/A,0.00,47.49,4.93,0,USD
4435356713125,1431,0.00,2022-06-21T09:02:24-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4436715143333,1432,31.60,2022-06-22T18:09:15-07:00,paid,fulfilled,N/A,6.64,33.24,0.00,0,USD
4437216264357,1433,0.00,2022-06-23T09:02:25-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4437692252325,1434,45.49,2022-06-23T21:08:07-07:00,paid,fulfilled,N/A,10.00,47.49,0.00,0,USD
4438506832037,1435,57.99,2022-06-24T16:41:25-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4438643179685,1436,39.99,2022-06-24T21:06:15-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4440383094949,1437,28.24,2022-06-26T20:32:41-07:00,paid,fulfilled,N/A,10.00,33.24,0.00,0,USD
4440398823589,1438,38.24,2022-06-26T21:07:13-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4441087705253,1439,57.99,2022-06-27T05:17:12-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4441255379109,1440,0.00,2022-06-27T09:02:33-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4442656964773,1441,58.99,2022-06-28T18:34:58-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,226,USD
4442739966117,1442,38.24,2022-06-28T21:08:05-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4442739998885,1443,38.24,2022-06-28T21:08:07-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4445767336101,1444,55.49,2022-06-30T19:34:15-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4445819568293,1445,39.99,2022-06-30T21:10:19-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4445819601061,1446,38.24,2022-06-30T21:10:20-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4446319280293,1447,0.00,2022-07-01T09:04:37-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4447795576997,1448,55.49,2022-07-02T21:07:45-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4448219300005,1449,0.00,2022-07-03T09:04:15-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4449409532069,1450,28.24,2022-07-04T13:36:40-07:00,paid,fulfilled,N/A,10.00,33.24,0.00,0,USD
4450975056037,1451,39.99,2022-07-06T07:32:03-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4451552002213,1452,38.24,2022-07-06T21:07:49-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4452469145765,1453,48.24,2022-07-07T21:08:47-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4452469178533,1454,39.99,2022-07-07T21:08:48-07:00,paid,fulfilled,N/A,0.00,34.99,0.00,0,USD
4452469244069,1455,38.24,2022-07-07T21:08:48-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4453411389605,1456,55.49,2022-07-08T21:07:09-07:00,paid,fulfilled,N/A,0.00,47.49,0.00,0,USD
4453411422373,1457,38.24,2022-07-08T21:07:10-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4454272434341,1458,57.99,2022-07-09T21:05:54-07:00,paid,fulfilled,N/A,0.00,49.99,0.00,0,USD
4455982432421,1459,0.00,2022-07-11T09:02:58-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4456030666917,1460,23.00,2022-07-11T10:01:02-07:00,paid,fulfilled,N/A,8.50,23.00,0.00,464,USD
4456448983205,1461,48.24,2022-07-11T21:07:21-07:00,paid,fulfilled,N/A,0.00,33.24,0.00,0,USD
4456880406693,1462,0.00,2022-07-12T09:04:18-07:00,paid,fulfilled,N/A,0.00,0.00,0.00,0,USD
4457071640741,1463,19.00,2022-07-12T12:49:05-07:00,paid,fulfilled,N/A,8.50,19.00,0.00,435,USD
